id	sentence	e1_mention	e2_mention	relation
393_Sectime0	 HOSPITAL COURSE AND TREATMENT : The patient proceeded to rule out formyocardial infarction by enzymes .ADMISSION DATE : 08/05/98 DISCHARGE DATE : 08/07/98 HISTORY OF PRESENT ILLNESS : Miss Siehjesc is an 85-year-old woman with a past medical history significant for Parkinson 's Disease of ten years duration , supraventricular tachycardia , and a history of colon carcinoma , who was in her usual state of health until 11:30 on the morning of admission when she felt the acute on set of 5 out of 10 right sided chest pain with radiation to her sternum but not to her neck or arms or back .	[formyocardial infarction | PROBLEM]	[08/07/98 | DATE]	Before
383_SECTIME30	 The percutaneous drainage catheter continued to have high output .ADMISSION DATE : 4/17/95 DISCHARGE DATE : 07/16/95 HISTORY AND REASON FOR ADMISSION : Mr.	[high output | OCCURRENCE]	[07/16/95 | DATE]	Before
527_TL278	 Near discharge his BP was controlled with Metoprolol only 	[his BP | TEST]	[discharge | OCCURRENCE]	Before
293_SECTIME119	 The Operating Room cultures at that point were positive for Crinobactermium with sputum cultures being sensitive for yeast and gram positive cocci in clusters .ADMISSION DATE : 08/24/1998 DISCHARGE DATE : 09/14/1998 ASSOCIATED PROCEDURES : 09/02/98 sternal debridement .	[sputum cultures | TEST]	[09/14/1998 | DATE]	Before
472_Sectime156	 He was seen by the pain service who recommended to discontinue Oxycontin , and start Neurontin , MSIR , and lidocaine patch in addition to the standing Tylenol .Admission Date : 2017-06-16 Discharge Date : 2017-07-27 Service : MEDICINE History of Present Illness : Patient is a 58 year old male with a recent admission for abdominal pain s/p negative exploratory laparotomy for suspected intussuception now returns on day of discharge with fever and tachycardia .	[IR | CLINICAL_DEPT]	[2017-07-27 | DATE]	Before
227_TL195	 Urine cultures from 11-30 grew STAPH AUREUS COAG + , and GRAM NEGATIVE RODS of two morphologies ( not further speciated ) 	[STAPH AUREUS COAG + | PROBLEM]	[Urine cultures | TEST]	Before
336_SECTIME51	 State is an 81-year-old man with a history of restrictive and obstructive lung disease , dilated cardiomyopathy , inferior myocardial infarction , and anterior mediastinal masses admitted with acute onset of pulmonary edema .ADMISSION DATE : 11/04/2000 DISCHARGE DATE : 11/09/2000 HISTORY OF PRESENT ILLNESS : Mr.	[pulmonary edema | PROBLEM]	[11/04/2000 | DATE]	Before
293_SECTIME86	 The immediate postoperative plans were for a short Intensive Care Unit stay and subsequent plastic surgical reconstruction of the patient 's sternum .ADMISSION DATE : 08/24/1998 DISCHARGE DATE : 09/14/1998 ASSOCIATED PROCEDURES : 09/02/98 sternal debridement .	[subsequent plastic surgical reconstruction of the patient 's sternum | TREATMENT]	[09/14/1998 | DATE]	Before
336_SECTIME21	 It was not felt that the patient would be in need of chronic Coumadin therapy in lieu of this low probability findings in toto .ADMISSION DATE : 11/04/2000 DISCHARGE DATE : 11/09/2000 HISTORY OF PRESENT ILLNESS : Mr.	[chronic Coumadin therapy | TREATMENT]	[11/09/2000 | DATE]	Before
293_SECTIME129	 The patient 's subsequent postoperative course was characterized by persistent hypertension which required a significant amount of antihypertensives including Lopressor 100 mg po three times a day , Captopril 100 mg po three times a day , as well as Procardia .ADMISSION DATE : 08/24/1998 DISCHARGE DATE : 09/14/1998 ASSOCIATED PROCEDURES : 09/02/98 sternal debridement .	[Captopril | TREATMENT]	[09/14/1998 | DATE]	Before
722_TL69	8 P 98 BP 136/68 R 29 Sat 98% RAPt had NG lavage which evantually cleared up , also was transfused 1U PRBC , GI consult called , also got zofran and iv protonix . She was transfused 1U PRBC , GI consult called , also got zofran and iv protonix and admitted to the FICU .	[iv protonix | TREATMENT]	[admitted | OCCURRENCE]	Before
332_Sectime132	 She continued to remained nauseated so she was treated with phenergan , anzemet , zofran , and ativan .Admission Date : 2019-07-17 Discharge Date : 2019-07-27 Service : MEDICINE History of Present Illness : This is a 39 year-old female with a history of diabetes type I on an insulin pump , anemia , hypothyroidism , gastroparesis , GERD , who was transferred from Mediplex Rehab Hospital Hospital for further management of hypoxic respiratory failure .	[ativan | TREATMENT]	[2019-07-27 | DATE]	Before
712_SECTIME61	 No further hematocrit or platelets have been measured .Admission Date : 2015-04-21 Discharge Date : 2015-04-29 Service : CMED HISTORY : Baby Daniel Holman was born at 39 and 3/7 weeks gestation ( EDC 2015-04-25 ).	[hematocrit | TEST]	[2015-04-29 | DATE]	Before
142_TL56	 Infant was intubated on day of life two for increased respiratory distress and received one dose of surfactant 	[increased respiratory distress | PROBLEM]	[intubated | TREATMENT]	Before
236_SECTIME95	 Carotid non-invasive testing was unremarkable . TR : hfr DD : 08/22/1998 TD : 08/27/1998 3:56 P cc : ACHASTHA NICEMAEN GRAFT , M.	[Carotid non-invasive testing | TEST]	[08/22/1998 | DATE]	Before
776_SECTIME144	 He was admitted to the Retelk County Medical Center at that time and was treated with Bactrim and steroids .Admission Date : 02/08/1991 Discharge Date : 02/18/1991 HISTORY OF PRESENT ILLNESS : Mr.	[the Retelk County Medical Center | CLINICAL_DEPT]	[02/08/1991 | DATE]	Before
142_SECTIME81	 Repeat CBC on day of life two showed a white blood cell count of 8.Admission Date : 2016-05-05 Discharge Date : 2016-06-15 Service : NEONATOLOGY HISTORY OF PRESENT ILLNESS : The patient is a 30 and 08-01 week gestation female , triplet number two , delivered by cesarean section due to progressive preterm labor and triplet gestation .	[Repeat CBC | TEST]	[2016-06-15 | DATE]	Before
347_SECTIME80	 Improving clots on LENI .Admission Date : 2015-06-29 Discharge Date : 2015-07-09 Service : MEDICINE History of Present Illness : 74 yo M with lung cancer DVT who presents with 1 day of substernal chest pain .	[LENI | TREATMENT]	[2015-07-09 | DATE]	Before
253_SECTIME69	 There were no blood products received during hospitalization .Admission Date : 2017-09-22 Discharge Date : 2017-09-27 Service : CMED CSRU HISTORY : Peggy Hammock is a full term baby boy born at 38 1/7 weeks by repeat cesarean section to a 34 year old gravida III , now para II mother .	[hospitalization | OCCURRENCE]	[2017-09-27 | DATE]	Before
767_SECTIME19	 Her gait remained severely ataxic , likely secondary to sensory deafferentation , as well as involvement of crossing pontine cerebellar fibers .Admission Date : 2009-12-28 Discharge Date : 2009-12-31 Service : NEUROMEDIC HISTORY OF PRESENT ILLNESS : Mrs.	[severely ataxic | PROBLEM]	[2009-12-31 | DATE]	Before
727_TL5	 Prenatal screens - blood type O positive , antibody screen negative , hepatitis B surface antigen negative , RPR nonreactive , rubella immune .Admission Date: 2014-03-31 Discharge Date : 2014-04-01 Service : CMED HISTORY : Baby Alfonso Carroll is a full term infant born at 3.	[Prenatal screens | TEST]	[born | OCCURRENCE]	Before
252_SECTIME50	 The patient 's shortness of breath was also considered possibly related to a coronary event and she was admitted for rule out myocardial infarction .Admission Date : 2015-05-13 Discharge Date : 2015-05-20 Service : CME HISTORY OF PRESENT ILLNESS : This is a 104 year old female patient with a history of chronic obstructive pulmonary disease , coronary artery disease , hypertension and cerebrovascular accident who presents with shortness of breath and cough .	[admitted | OCCURRENCE]	[2015-05-20 | DATE]	Before
517_Sectime265	 All four children in pts room and agree on CMO - want to d/c c-collar and start morphine ggt .Admission Date : 2016-03-22 Discharge Date : 2016-04-04 Service : MEDICINE History of Present Illness : 75 yo F with CAD s/p MI x4 ( s/p LAD stent.	[CMO | TREATMENT]	[2016-04-04 | DATE]	Before
32_SECTIME5	 He went to the Padrugmoff Hospital Emergency Room after trying nitroglycerin at home .ADMISSION DATE : 05/13/2006 DISCHARGE DATE : 05/16/2006 PROCEDURES : Adenosine stress test .	[nitroglycerin | TREATMENT]	[05/13/2006 | DATE]	Before
202_SECTIME225	 # Code Status : After multiple discussion with family and the doctor accepting the patient at Women and Infants Hospital ( Dr .Admission Date : 2016-05-10 Discharge Date : 2016-05-16 Service : MEDICINE History of Present Illness : 30-year-old woman with metastatic squamous cell carcinoma of unknown primary .	[multiple discussion with family | OCCURRENCE]	[2016-05-16 | DATE]	Before
73_SECTIME96	 His creatinine levels trended toward normal and the fractional excretion of sodium also increased indicating a resolution of the prerenal kidney failure .Admission Date : 2009-08-17 Discharge Date : 2009-09-10 Service : BLUE GENERAL SURGERY HISTORY OF PRESENT ILLNESS : Mr.	[trended toward normal | OCCURRENCE]	[2009-09-10 | DATE]	Before
212_Sectime5	 It was felt that if we attempted aspirin desensitize her while an inpatient , then she would benefit from the use of aspirin and Plavix .Admission Date : 2017-06-28 Discharge Date : 2017-07-02 Service : CMED CCU HISTORY OF PRESENT ILLNESS : A 40-year-old female with history of non-ST-elevation myocardial infarction in 2016-09-30 with stent to the LAD and 50% to the mid LAD , had instent restenosis in 2017-04-02 and then underwent brachytherapy to the RCA , who presented to Baldpate Hospital with several weeks of chest pain similar to her anginal equivalent and MI in the past .	[aspirin desensitize | TREATMENT]	[2017-07-02 | DATE]	Before
113_SECTIME102	 This was thought to be 04-09 the large volume tap verses sepsis though she had no other evidence of sepsis .Admission Date : 2015-03-26 Discharge Date : 2015-03-30 Service : MEDICINE History of Present Illness : 47 female with h/o HCV cirrhosis compocated by encephalopathy , ascites , and h/o portal vein thrombosis ( right anterior portal vein ) and portalcaval shunt ( reversed flow in main portal vein ) presents from liver clinic with increasing abdominal girth .	[the large volume tap | TREATMENT]	[2015-03-30 | DATE]	Before
447_TL10	Admission Date : 09/07/1992 Discharge Date : 09/12/1992 HISTORY OF PRESENT ILLNESS : The patient is a 31 year old gravida 0 with stage IV endometrial cancer and stage III-C ovarian cancer vs metastatic endometrial cancer for line 2 , cycle 1 chemotherapy . She received no Coumadin during her admission and by the time of discharge , her PT was down to 16.	[stage III-C ovarian cancer | PROBLEM]	[admission | OCCURRENCE]	Before
271_SECTIME12	 THere was a question of ionfiltrative cardiomyopathy , and the patient underwent abdominal fat pad biopsy to assess for amyloidosis .Admission Date : 10/30/2006 Discharge Date : 11/03/2006 Service : RNM HPI : 62 yo m w / IgA nephropathy , developmental delay , began HD 7/31 .	[abdominal fat pad biopsy | TEST]	[11/03/2006 | DATE]	Before
72_SECTIME27	 He was ruled out for tuberculosis with an induced sputum x 3 , which showed no AFB .Admission Date : 06/26/2004 Discharge Date : 07/08/2004 HISTORY OF PRESENT ILLNESS : The patient is a 38-year-old gentleman , Spanish-speaking , from the Taheimpromong , with no significant past medical history , who presents with shortness of breath x 2 months as well as a dry cough x 1 month .	[AFB | PROBLEM]	[07/08/2004 | DATE]	Before
233_SECTIME123	 In the Emergency Room , the patient was given Lopressor , nitroglycerin , and aspirin .Admission Date : 2015-06-04 Discharge Date : 2015-06-08 Service : CCU HISTORY OF THE PRESENT ILLNESS : The patient is a 57 - year-old female with a history of hypertension and hypercholesterolemia but no prior coronary artery disease history who presented with chest pain .	[nitroglycerin | TREATMENT]	[2015-06-04 | DATE]	Before
431_SECTIME24	 Postoperative course was unremarkable . The patient was discharged home on 9/15/93 .	[Postoperative course | OCCURRENCE]	[9/15/93 | DATE]	Before
526_SECTIME121	 The patient was presumed to have a rheumatoid factor negative , rheumatoid arthritis and he was prescribed Naprosyn , prednisone and sulfasalazine .Admission Date : 09/26/2001 Discharge Date : 10/06/2001 HISTORY OF PRESENT ILLNESS : The patient is a 60-year-old male with a past medical history notable for coronary artery disease and CABG x2 in 2001 .	[Naprosyn | TREATMENT]	[09/26/2001 | DATE]	Before
351_Sectime57	 She was effectively anticoagulated with a PT in the range between 15 and 17 over a control of 10 .ADMISSION DATE : 4/28/93 DISCHARGE DATE : 5/15/93 HISTORY OF PRESENT ILLNESS : The patient is a 74 year old female with metastatic papillary carcinoma of the thyroid who presented to the Fairm of Ijordcompmac Hospital on 4/28/93 with progressive weakness , weight loss and shortness of breath .	[a PT | TEST]	[5/15/93 | DATE]	Before
361_SECTIME23	 At the time , patient had bright red blood per rectum as well and patient had cardiac catheterization at the time which showed 95% left anterior descending , which was percutaneous transluminal coronary angioplastied and had intra-aortic balloon pump placement .ADMISSION DATE : 9-2-94 DISCHARGE DATE : 9-18-94 SPECIAL PROCEDURES AND OPERATIONS : September 11 , 1994 , coronary artery bypass surgery .	[percutaneous transluminal coronary angioplastied | TREATMENT]	[9-2-94 | DATE]	Before
